,id,loan_amnt,term,int_rate, installment ,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
419,90062058,35000,60,0.25," 1,033.26 ",5,5,1.0,MORTGAGE,195000.0,Verified,debt_consolidation,Debt consolidation,MA,9.98,0,May-04,3,37.0,,18,0,46315,55.20%,23,f,,0,296338,5,2,1,1,7.0,26943,69.0,8,8,21802,60,83900,0,0,5,9,16463,18637.0,67.7,0,0,102.0,148,3,3,3,3.0,37.0,3.0,37.0,0,7,9,9,9,5,15,15,9,18,0.0,0,0,9,95.7,55.6,0,0,355298,73258,57700,39229,yes
420,90097541,20675,36,0.24, 816.47 ,5,3,3.0,OWN,47000.0,Verified,debt_consolidation,Debt consolidation,CT,13.74,0,Feb-05,1,29.0,,18,0,2746,4.80%,21,f,29.0,0,25610,3,1,1,2,1.0,22864,100.0,6,9,2599,32,57700,7,0,4,11,1423,43151.0,5.8,0,0,139.0,111,4,1,0,4.0,,1.0,42.0,1,3,5,8,8,3,17,17,5,18,0.0,0,0,7,90.5,0.0,0,0,80533,25610,45800,22833,yes
421,90306454,24000,60,0.17, 596.34 ,4,1,10.0,RENT,103000.0,Source Verified,debt_consolidation,Debt consolidation,NV,29.05,0,Jan-89,0,42.0,,19,0,19519,53.90%,48,w,42.0,0,117364,0,5,2,3,10.0,97845,80.0,2,5,5034,71,36200,1,1,2,8,6520,9074.0,63.8,0,0,209.0,332,12,10,3,12.0,,1.0,,1,5,7,8,10,20,14,25,7,19,0.0,0,0,4,97.9,57.1,0,0,151574,117364,25100,115374,yes
422,90194414,11200,60,0.13, 253.64 ,3,1,3.0,MORTGAGE,65000.0,Verified,home_improvement,Home improvement,NV,3.62,0,Jun-01,1,,68.0,4,1,6014,80%,5,w,,0,254196,0,0,0,0,,0,0.0,0,1,4127,80,7500,0,0,1,2,63549,3500.0,82.0,0,0,,183,13,13,1,27.0,,4.0,,0,2,3,2,2,0,3,4,3,4,,0,0,0,100.0,100.0,1,0,260906,6014,7000,0,yes
423,90095586,8000,36,0.16, 279.64 ,3,5,2.0,OWN,40000.0,Source Verified,debt_consolidation,Debt consolidation,UT,13.89,0,Nov-97,0,,,7,0,5651,62.80%,12,w,,0,13728,0,1,0,1,19.0,8077,74.0,1,4,742,69,9000,1,1,2,5,1961,169.0,89.4,0,0,110.0,226,10,10,0,16.0,,1.0,,0,2,5,2,2,5,6,7,5,7,0.0,0,0,1,100.0,100.0,0,0,19882,13728,1600,10882,no
424,89964511,4000,36,0.16, 139.82 ,3,5,9.0,OWN,59000.0,Source Verified,debt_consolidation,Debt consolidation,MD,0.92,0,Jul-07,0,,,3,0,1531,5.60%,10,w,,0,1531,0,0,0,0,71.0,0,,1,2,1531,6,27200,0,3,0,2,510,20669.0,6.9,0,0,87.0,110,10,10,2,13.0,,13.0,,0,1,1,2,4,2,3,6,1,3,0.0,0,0,1,100.0,0.0,0,0,27200,1531,22200,0,yes
425,89838919,15000,36,0.19, 549.77 ,4,3,10.0,MORTGAGE,36000.0,Source Verified,debt_consolidation,Debt consolidation,NY,34.17,1,Oct-03,0,8.0,,11,0,10799,57.40%,31,w,38.0,0,22532,0,2,1,1,9.0,11733,46.0,1,2,2503,51,18800,0,10,3,3,2253,4640.0,55.0,1,0,146.0,155,10,9,5,10.0,8.0,0.0,8.0,1,4,8,4,5,13,9,13,8,11,0.0,0,0,2,80.6,25.0,0,0,44466,22532,10300,25666,no
426,90146189,11200,60,0.16, 269.93 ,3,5,0.5,RENT,34560.0,Source Verified,other,Other,GA,9.65,0,Dec-04,0,77.0,,13,0,2688,31.60%,42,w,,0,17667,0,7,3,3,9.0,14979,81.0,2,4,1928,66,8500,4,0,9,7,1359,3923.0,35.7,0,0,130.0,141,8,8,0,8.0,77.0,8.0,77.0,0,2,3,3,6,29,6,13,3,13,0.0,0,0,5,97.5,33.3,0,0,26941,17667,6100,18441,no
427,89928785,7000,36,0.08, 218.04 ,1,3,7.0,OWN,80000.0,Not Verified,debt_consolidation,Debt consolidation,TX,22.07,0,Mar-08,0,,,22,0,7076,5.90%,35,f,,0,50998,1,4,2,3,6.0,43922,82.0,0,5,2172,29,120800,0,10,2,8,2428,75081.0,6.0,0,0,102.0,72,16,6,0,16.0,,0.0,,0,9,16,10,11,13,18,22,16,22,0.0,0,0,2,100.0,0.0,0,0,174518,50998,79900,53718,yes
428,89926397,1975,36,0.07, 60.98 ,1,2,10.0,MORTGAGE,40000.0,Not Verified,other,Other,FL,12.15,7,Aug-97,0,6.0,,31,0,1951,3.10%,41,w,54.0,0,1951,2,0,0,3,14.0,0,,4,5,296,3,62400,2,1,1,8,65,45316.0,2.3,0,0,114.0,229,3,3,0,3.0,21.0,10.0,19.0,1,9,17,15,17,4,29,35,17,31,0.0,0,0,4,80.5,0.0,0,0,62920,1951,46400,0,yes
429,90155426,18000,60,0.2, 476.79 ,4,4,4.0,RENT,69000.0,Verified,debt_consolidation,Debt consolidation,IL,25.77,0,Oct-02,1,32.0,73.0,16,2,6701,55.40%,31,w,32.0,0,50710,2,4,1,4,1.0,44009,83.0,3,6,1706,73,12100,0,4,5,10,3381,1135.0,81.7,0,0,167.0,163,6,1,0,18.0,,1.0,,3,4,7,4,4,16,12,14,7,16,0.0,0,0,4,90.3,75.0,1,1,71061,50710,6200,58961,no
430,90246040,38225,36,0.26," 1,533.81 ",6,1,3.0,MORTGAGE,320000.0,Verified,major_purchase,Major purchase,TN,16.61,0,Jan-06,4,31.0,89.0,21,1,47806,28.20%,77,f,,0,510721,6,6,6,11,1.0,197134,86.0,4,6,5807,69,85900,4,2,14,19,25536,16414.0,2.6,0,0,125.0,128,3,1,8,4.0,31.0,1.0,31.0,0,3,5,8,21,37,13,32,5,21,0.0,0,0,11,100.0,0.0,1,0,578754,244940,22600,212854,yes
431,90276032,30000,60,0.21, 819.90 ,4,5,2.0,RENT,95000.0,Source Verified,debt_consolidation,Debt consolidation,CA,12.33,0,Feb-04,0,,,24,0,25171,63.10%,26,w,,0,73949,4,13,3,6,5.0,48778,81.0,2,4,12840,74,39900,3,2,2,10,3081,3543.0,85.9,0,0,128.0,151,2,2,0,2.0,,12.0,,0,4,7,6,7,14,11,12,7,24,0.0,0,0,5,100.0,50.0,0,0,100300,73949,25100,60400,yes
432,89916815,24000,36,0.14, 825.99 ,3,4,1.0,RENT,160000.0,Source Verified,car,Car financing,CA,3.43,1,Sep-98,0,11.0,,4,0,129,0.90%,7,w,,0,13633,0,1,0,0,30.0,13504,54.0,0,2,129,35,14000,2,0,2,2,3408,13871.0,0.9,0,0,30.0,216,13,13,0,13.0,,0.0,,0,1,1,3,5,1,3,6,1,4,0.0,0,0,0,85.7,0.0,0,0,39083,13633,14000,25083,no
433,88969030,4650,36,0.16, 162.55 ,3,5,8.0,RENT,45000.0,Source Verified,debt_consolidation,Debt consolidation,NY,6.91,0,Oct-00,0,,45.0,7,1,1821,39.60%,20,w,,0,11474,1,1,0,1,14.0,9653,58.0,3,4,1464,54,4600,0,2,1,5,1912,1325.0,55.8,0,0,187.0,191,3,3,0,3.0,,11.0,,0,2,3,2,8,6,6,14,3,7,0.0,0,0,3,100.0,0.0,1,0,21233,11474,3000,16633,no
434,90325487,4000,36,0.13, 135.73 ,3,2,2.0,RENT,60000.0,Source Verified,credit_card,Credit card refinancing,CO,21.58,1,Aug-03,2,22.0,112.0,18,1,13281,48.50%,31,f,22.0,0,92266,2,2,1,1,3.0,78985,49.0,4,8,3925,49,27400,0,2,4,9,5126,1699.0,84.3,0,0,157.0,123,5,3,1,12.0,22.0,0.0,22.0,0,6,11,6,8,9,16,21,11,18,0.0,0,1,5,89.7,66.7,1,0,117761,92266,10800,90361,no
435,90115253,2000,36,0.19, 73.31 ,4,3,4.0,RENT,58000.0,Verified,other,Other,IL,14.15,0,Oct-07,0,,,4,0,1706,35.50%,10,f,,0,24041,0,2,3,5,7.0,22335,84.0,0,0,1706,77,4800,3,1,1,5,6010,94.0,94.8,0,0,107.0,46,25,7,0,46.0,,12.0,,0,1,1,1,1,8,2,2,1,4,0.0,0,0,3,100.0,100.0,0,0,31334,24041,1800,26534,yes
436,90184978,10000,60,0.19, 259.36 ,4,3,2.0,MORTGAGE,58000.0,Source Verified,debt_consolidation,Debt consolidation,MD,16.43,3,Oct-99,0,8.0,,12,0,7274,22.50%,33,w,31.0,0,178920,3,3,3,3,4.0,27581,93.0,1,2,6966,56,32300,1,0,1,7,14910,23526.0,23.6,0,0,203.0,171,5,4,4,5.0,8.0,5.0,8.0,1,3,3,6,12,14,8,15,3,12,0.0,0,0,5,84.8,16.7,0,0,206549,34855,30800,29599,yes
437,90235570,20000,60,0.14, 465.27 ,3,3,10.0,MORTGAGE,210000.0,Verified,credit_card,Credit card refinancing,OK,5.53,0,Jan-04,0,,,10,0,73482,69.30%,26,w,,0,201642,1,1,1,1,9.0,2874,28.0,2,5,2827,56,82900,0,1,3,6,22405,2447.0,66.5,0,0,152.0,131,4,4,4,22.0,,1.0,,0,2,5,2,12,3,7,18,5,10,0.0,0,0,3,100.0,50.0,0,0,288317,76356,7300,10417,no
438,89935896,7000,36,0.14, 240.92 ,3,4,3.0,OWN,30000.0,Not Verified,debt_consolidation,Debt consolidation,AZ,20.48,0,Apr-11,0,24.0,,16,0,7319,62%,21,w,,0,31082,1,8,0,1,19.0,23763,93.0,4,5,3722,83,11800,0,2,2,6,1943,1476.0,81.1,0,0,55.0,65,6,6,0,6.0,,10.0,24.0,0,4,6,4,4,9,8,12,6,16,0.0,0,0,4,95.2,75.0,0,0,37378,31082,7800,25578,no
439,90175405,10000,36,0.13, 339.31 ,3,2,6.0,OWN,48000.0,Source Verified,debt_consolidation,Debt consolidation,PA,20.55,0,Aug-07,0,,,10,0,49546,31%,20,w,,0,57887,1,2,0,1,15.0,8341,55.0,1,3,2544,43,60700,0,0,0,4,6432,3065.0,59.7,0,0,109.0,84,6,6,0,23.0,,15.0,,0,2,5,3,7,4,8,16,5,10,0.0,0,0,1,100.0,33.3,0,0,75899,57887,7600,15199,yes
440,90324963,5000,36,0.19, 183.26 ,4,3,0.5,MORTGAGE,170000.0,Source Verified,home_improvement,Home improvement,FL,26.58,0,Oct-04,0,,,27,0,47909,77.90%,57,f,,0,502344,0,6,1,4,9.0,205131,85.0,2,6,13280,81,61500,4,0,4,11,19321,5401.0,87.5,0,0,125.0,143,8,8,5,8.0,,6.0,,0,10,16,10,13,18,19,34,16,27,0.0,0,0,3,100.0,90.0,0,0,561035,253040,43300,234651,no
441,90184360,1500,36,0.18, 54.23 ,4,2,2.0,RENT,56540.0,Verified,car,Car financing,CA,5.26,0,Oct-05,4,47.0,,12,0,6961,21.80%,15,f,47.0,0,9108,1,2,0,0,128.0,2147,54.0,4,6,5044,25,32000,3,1,9,6,759,23839.0,22.6,0,0,131.0,111,1,1,0,1.0,87.0,1.0,47.0,2,4,4,9,10,3,10,12,4,12,0.0,0,0,4,84.6,11.1,0,0,36000,9108,30800,4000,yes
442,90204549,4000,36,0.13, 134.38 ,3,1,10.0,OWN,105000.0,Source Verified,medical,Medical expenses,IL,7.6,0,Apr-04,1,,,10,0,6606,16.80%,34,w,,0,294844,0,1,1,1,12.0,23004,82.0,1,2,4739,63,19700,1,3,4,4,32760,5861.0,0.0,0,0,102.0,149,12,12,3,86.0,,0.0,,0,1,2,2,8,2,7,28,2,10,0.0,0,0,2,100.0,0.0,0,0,318869,29610,10600,28169,yes
443,89825634,7200,36,0.09, 228.93 ,2,1,10.0,MORTGAGE,58700.0,Not Verified,debt_consolidation,Debt consolidation,CA,15.56,0,Jul-03,0,,,6,0,45119,68.90%,12,f,,0,405582,0,0,0,0,143.0,0,,0,1,16679,69,65500,1,0,0,3,67597,20381.0,68.9,0,0,143.0,158,17,17,4,17.0,,19.0,,0,4,4,5,6,1,5,7,4,6,0.0,0,0,0,100.0,60.0,0,0,434500,45119,65500,0,yes
444,90275011,6875,36,0.17, 245.08 ,4,1,10.0,RENT,55000.0,Verified,debt_consolidation,Debt consolidation,OR,28.04,1,Feb-08,3,5.0,,18,0,5361,47.40%,37,f,5.0,0,48233,4,8,1,2,10.0,42872,63.0,5,6,2238,61,11300,2,3,6,8,2680,3699.0,50.7,0,0,85.0,103,1,1,0,12.0,,2.0,25.0,1,3,7,4,8,14,10,23,7,18,0.0,0,1,6,89.2,0.0,0,0,79484,48233,7500,68184,yes
445,89065967,37500,36,0.2," 1,393.45 ",4,4,10.0,RENT,75000.0,Verified,debt_consolidation,Debt consolidation,NJ,27.01,0,Feb-04,0,,77.0,10,1,17752,42.20%,21,f,,0,72460,1,2,1,4,4.0,54708,97.0,0,2,9189,63,42100,1,0,0,6,7246,10507.0,54.1,0,0,87.0,151,20,4,0,24.0,,22.0,,0,3,5,4,8,7,8,14,5,10,0.0,0,0,1,100.0,0.0,0,1,109125,72460,22900,67025,no
446,89958903,2500,36,0.14, 86.05 ,3,4,0.0,RENT,16500.0,Not Verified,debt_consolidation,Debt consolidation,NC,24.73,0,Aug-00,1,,,9,0,5581,13.40%,25,f,,0,5714,3,1,3,3,6.0,133,6.0,4,7,776,13,41600,1,0,2,10,635,34514.0,5.7,0,0,110.0,130,3,3,1,4.0,,1.0,,0,6,7,7,11,4,8,20,7,9,0.0,0,0,7,100.0,0.0,0,0,44000,5714,36600,2400,yes
447,90245199,2500,36,0.14, 86.05 ,3,4,5.0,RENT,22782.0,Source Verified,other,Other,FL,22.08,0,Jan-96,0,,,7,0,1975,28.60%,14,f,,0,24679,1,2,0,1,24.0,22704,96.0,1,3,800,81,6900,1,1,3,4,4113,1200.0,40.0,0,0,248.0,113,3,3,0,3.0,,6.0,,0,1,4,1,2,7,5,7,4,7,0.0,0,0,1,100.0,0.0,0,0,30535,24679,2000,23635,no
448,90070949,5000,36,0.11, 163.67 ,2,4,3.0,MORTGAGE,73200.0,Verified,medical,Medical expenses,WY,23.21,0,Mar-01,1,37.0,57.0,9,1,198,7.90%,39,w,44.0,0,457459,0,6,1,4,12.0,64218,90.0,0,0,198,87,2500,1,0,2,5,50829,2302.0,7.9,0,0,163.0,186,62,12,3,156.0,43.0,2.0,37.0,1,1,1,1,9,21,1,15,1,9,0.0,0,0,1,89.7,0.0,0,1,485253,64416,2500,71772,no
449,90061911,14400,60,0.25, 425.12 ,5,5,10.0,MORTGAGE,77763.0,Source Verified,debt_consolidation,Debt consolidation,OK,23.39,1,Jun-98,2,5.0,,14,0,8667,52.50%,34,w,30.0,0,109255,2,5,4,6,1.0,41825,91.0,0,0,2647,81,16500,0,2,2,6,9105,53.0,98.0,0,0,149.0,219,42,1,1,201.0,26.0,1.0,5.0,8,1,4,1,15,9,8,24,4,14,0.0,0,0,4,75.8,100.0,0,0,157365,50492,2700,46238,no
450,90164477,29000,36,0.09, 922.06 ,2,1,3.0,MORTGAGE,154000.0,Not Verified,debt_consolidation,Debt consolidation,TX,10.53,1,Oct-03,0,13.0,,6,0,13356,65.50%,23,w,,0,423673,0,2,0,0,27.0,41896,51.0,1,1,8441,54,16500,0,1,2,1,70612,1144.0,89.4,0,0,155.0,135,9,9,5,53.0,13.0,0.0,13.0,0,2,2,2,7,8,3,10,2,6,0.0,0,0,1,90.9,100.0,0,0,472493,55252,14500,69343,yes
451,90265435,7000,36,0.13, 235.16 ,3,1,10.0,OWN,88670.0,Verified,debt_consolidation,Debt consolidation,VA,20.87,1,Sep-95,0,18.0,,7,0,4619,33%,12,f,,0,40396,2,4,2,4,5.0,35777,71.0,0,0,2152,63,14000,1,3,1,4,5771,331.0,91.7,0,0,33.0,123,27,5,1,27.0,18.0,6.0,18.0,0,2,3,2,3,5,3,6,3,7,0.0,0,0,2,91.7,100.0,0,0,64317,40396,4000,50317,yes
452,90214811,6000,36,0.11, 196.41 ,2,4,10.0,MORTGAGE,70000.0,Source Verified,credit_card,Credit card refinancing,CA,22.96,0,Mar-03,0,69.0,36.0,9,1,4789,58.40%,19,w,,0,58121,3,2,2,3,3.0,53332,99.0,2,6,855,89,8200,2,3,5,9,6458,465.0,85.5,0,0,158.0,162,3,3,0,3.0,,4.0,,0,5,7,5,6,9,7,8,7,9,0.0,0,0,4,94.1,100.0,1,0,68041,58121,3200,59841,no
453,90276837,15000,60,0.22, 417.62 ,5,1,10.0,RENT,62000.0,Source Verified,debt_consolidation,Debt consolidation,AZ,14.09,0,Jan-06,0,53.0,,6,0,9894,92.50%,15,f,53.0,0,25746,0,2,1,1,12.0,15852,66.0,0,1,5020,75,10700,0,6,1,2,5149,0.0,100.4,0,0,128.0,122,15,12,1,15.0,,12.0,,1,1,3,2,3,8,4,6,3,6,0.0,0,0,1,93.3,100.0,0,0,34565,25746,5000,23865,yes
454,90315460,1500,36,0.14, 51.63 ,3,4,7.0,MORTGAGE,35000.0,Source Verified,home_improvement,Home improvement,MT,9.81,0,May-02,1,54.0,,4,0,3855,77.10%,14,w,65.0,0,106293,2,0,1,1,4.0,0,,0,2,1645,77,5000,2,2,2,5,26573,1145.0,77.1,0,0,114.0,172,21,1,5,21.0,,1.0,,2,3,3,3,3,5,3,4,3,4,0.0,0,0,2,78.6,66.7,0,0,108000,3855,5000,0,yes
455,90316763,9600,36,0.11, 314.25 ,2,4,9.0,RENT,104000.0,Source Verified,credit_card,Credit card refinancing,NV,16.96,0,Jul-03,0,60.0,,7,0,9745,34.60%,42,f,68.0,0,102286,0,3,2,5,8.0,92541,78.0,2,5,3410,56,28200,0,0,2,10,14612,18455.0,34.6,0,0,158.0,146,10,8,0,10.0,,7.0,,0,4,4,4,8,34,4,8,4,7,0.0,0,0,4,95.2,25.0,0,0,105369,102286,28200,77169,yes
456,90054572,7500,36,0.19, 274.89 ,4,3,2.0,RENT,36000.0,Source Verified,debt_consolidation,Debt consolidation,VA,31.33,0,May-05,2,33.0,,8,0,1393,12%,18,f,33.0,0,133678,1,2,0,1,15.0,23660,56.0,1,1,1393,46,11600,2,0,2,2,16710,10207.0,12.0,0,0,86.0,136,1,1,2,1.0,,0.0,,1,1,1,4,7,6,4,10,1,8,0.0,0,0,1,94.4,0.0,0,0,191163,25053,11600,42380,no
457,88885484,35000,36,0.11," 1,154.00 ",2,5,10.0,MORTGAGE,78000.0,Verified,home_improvement,Home improvement,NE,12.36,1,Jan-95,0,6.0,,13,0,7420,22.30%,34,w,76.0,0,106128,2,2,0,0,62.0,50263,52.0,2,3,4797,32,33200,1,0,4,3,8164,25780.0,22.3,0,0,125.0,259,3,3,5,3.0,6.0,8.0,6.0,6,4,4,9,17,9,9,20,4,13,0.0,0,0,2,76.5,0.0,0,0,204024,57683,33200,65183,no
458,90316585,24000,36,0.21, 910.26 ,4,5,5.0,RENT,86500.0,Source Verified,credit_card,Credit card refinancing,FL,14.53,0,Aug-09,0,,,8,0,21297,85.90%,11,f,,0,37869,0,2,0,1,24.0,16572,59.0,0,1,7123,71,24800,0,0,2,2,4734,2503.0,89.3,0,0,85.0,66,15,15,0,15.0,,0.0,,0,5,6,5,5,4,6,7,6,8,0.0,0,0,0,100.0,80.0,0,0,53140,37869,23500,28340,yes
459,90156225,8000,36,0.17, 285.19 ,4,1,2.0,OWN,60000.0,Verified,other,Other,PA,24.6,0,Sep-09,0,,,9,0,10689,47.70%,13,f,,0,82496,2,3,1,1,1.0,36946,66.0,2,2,3844,61,22400,1,0,1,4,9166,4652.0,57.3,0,0,84.0,45,2,1,1,2.0,,1.0,,0,2,5,2,2,5,5,7,5,9,0.0,0,0,4,100.0,50.0,0,0,114328,47635,10900,55828,yes
460,90090832,10000,60,0.21, 273.30 ,4,5,6.0,OWN,50000.0,Not Verified,debt_consolidation,Debt consolidation,FL,33.83,1,Jan-01,2,23.0,,8,0,57194,69.10%,16,w,,0,59633,1,1,0,0,39.0,2439,24.0,2,2,32301,59,70000,1,0,2,2,7454,2810.0,86.6,0,0,128.0,188,4,4,0,113.0,,4.0,23.0,0,3,6,3,6,4,7,12,6,8,0.0,0,0,2,93.8,100.0,0,0,80000,59633,42300,10000,yes
461,90030573,28800,60,0.27, 879.25 ,6,3,3.0,MORTGAGE,130000.0,Verified,home_improvement,Home improvement,CA,1.27,0,Jan-96,0,,,5,0,0,0%,14,f,,0,474718,1,2,1,2,5.0,31996,99.0,0,0,0,88,4000,2,2,1,3,94944,4000.0,0.0,0,0,130.0,206,72,5,3,72.0,,12.0,,0,0,0,1,3,4,1,5,0,5,0.0,0,0,2,100.0,0.0,0,0,485605,31996,4000,32250,no
462,90124326,20000,36,0.1, 649.96 ,2,3,10.0,MORTGAGE,140000.0,Not Verified,debt_consolidation,Debt consolidation,CA,10.41,0,Oct-95,0,45.0,79.0,15,1,12618,29.60%,36,w,45.0,0,32300,1,1,0,3,16.0,16879,84.0,3,3,3585,49,42700,2,0,2,6,2153,12440.0,40.8,0,0,116.0,251,4,4,1,9.0,45.0,8.0,45.0,0,5,10,6,12,7,13,27,10,15,0.0,0,0,3,96.2,33.3,1,0,66622,32300,21000,20000,yes
463,88615816,32000,60,0.14, 752.74 ,3,4,4.0,MORTGAGE,90000.0,Verified,home_improvement,Home improvement,PA,24.55,1,May-94,0,23.0,,7,0,1163,41.50%,37,w,23.0,0,148809,1,4,2,2,2.0,60540,50.0,3,3,1163,49,2800,1,5,6,5,21258,1137.0,50.6,0,0,139.0,267,7,2,3,8.0,37.0,2.0,31.0,6,1,1,1,5,20,2,14,1,7,0.0,0,1,5,81.1,0.0,0,0,193400,61703,2300,95700,no
464,90205460,15000,60,0.18, 380.82 ,4,2,2.0,OWN,41000.0,Verified,debt_consolidation,Debt consolidation,NY,24.12,0,Sep-03,1,,,11,0,8476,56.10%,17,w,,0,28955,1,1,1,3,8.0,19417,93.0,2,3,1128,78,15100,0,2,2,6,2632,2838.0,51.1,0,0,125.0,156,4,4,0,16.0,,4.0,,0,5,9,5,5,7,9,9,9,11,0.0,0,0,3,100.0,40.0,0,0,37326,28955,5800,21000,no
465,90104996,30000,36,0.18," 1,084.43 ",4,2,0.5,MORTGAGE,130000.0,Source Verified,debt_consolidation,Debt consolidation,NY,8.31,0,Jan-97,2,25.0,,12,0,20283,54.80%,29,f,26.0,0,620249,3,1,3,3,6.0,13390,77.0,2,9,6593,62,37000,1,0,6,12,56386,15717.0,56.3,0,0,108.0,236,3,3,3,3.0,,3.0,25.0,2,7,7,8,12,5,10,21,7,12,0.0,0,0,5,82.8,25.0,0,0,636728,33673,36000,17428,no
466,90224655,5000,36,0.13, 167.97 ,3,1,10.0,MORTGAGE,80000.0,Verified,credit_card,Credit card refinancing,TX,18.59,0,Feb-98,3,,,15,0,4203,21.60%,44,w,,0,263857,5,3,2,5,7.0,127982,,7,9,1190,22,19500,1,0,6,14,18847,8316.0,26.4,0,0,149.0,223,1,1,2,1.0,,2.0,,0,4,8,5,5,30,11,12,8,15,0.0,0,0,9,100.0,0.0,0,0,291760,132185,11300,127527,yes
467,90316508,10000,36,0.1, 324.98 ,2,3,10.0,MORTGAGE,130000.0,Not Verified,home_improvement,Home improvement,PA,2.41,0,Mar-04,0,,,10,0,9611,22.50%,24,f,,0,280424,0,0,0,5,13.0,0,,1,4,3725,23,42700,0,1,2,10,28042,24483.0,27.6,0,0,145.0,150,9,8,3,22.0,,9.0,,0,4,6,4,9,8,8,13,6,10,0.0,0,0,2,100.0,0.0,0,0,336100,9611,33800,0,yes
468,90342476,5000,36,0.1, 162.49 ,2,3,10.0,MORTGAGE,115000.0,Source Verified,debt_consolidation,Debt consolidation,NC,22.17,1,Jun-92,0,21.0,,14,0,78100,63.70%,34,w,21.0,0,95809,0,4,0,0,25.0,17709,43.0,0,0,49224,54,94300,0,0,0,0,6844,180.0,98.1,0,0,128.0,164,26,25,4,26.0,,,,1,5,10,5,7,9,10,20,10,14,0.0,0,1,0,97.1,100.0,0,0,135070,95809,70000,40770,yes
469,90136622,30000,60,0.14, 697.90 ,3,3,4.0,MORTGAGE,87500.0,Source Verified,debt_consolidation,Debt consolidation,PA,12.92,0,Mar-99,1,,,12,0,3612,6.10%,32,w,,0,188875,4,2,2,4,4.0,36041,103.0,1,2,1050,42,59700,2,0,2,7,15740,24827.0,7.7,0,0,210.0,131,5,2,1,5.0,,3.0,,0,2,4,3,7,16,9,15,4,12,0.0,0,0,4,100.0,0.0,0,0,244700,39653,26900,35000,yes
470,90126300,8300,36,0.13, 278.83 ,3,1,10.0,RENT,65000.0,Verified,debt_consolidation,Debt consolidation,CA,20.4,0,May-00,0,,51.0,7,1,10513,90.60%,26,w,,0,39839,1,2,1,3,10.0,29326,93.0,1,3,3846,91,11600,1,4,1,6,5691,231.0,96.0,0,0,128.0,196,1,1,0,14.0,,10.0,,0,2,4,2,10,8,5,18,4,7,0.0,0,0,2,100.0,100.0,1,0,50778,39839,5800,39178,yes
471,89859255,20000,36,0.13, 671.86 ,3,1,0.5,MORTGAGE,65000.0,Not Verified,small_business,Business,OH,5.06,0,Jan-02,1,28.0,19.0,5,4,1652,25%,9,w,42.0,0,187719,0,1,0,0,33.0,5259,55.0,1,1,769,43,6600,1,1,1,1,37544,471.0,70.6,0,0,170.0,176,11,11,3,11.0,,3.0,40.0,1,2,3,2,2,2,3,4,3,5,0.0,0,0,1,66.7,50.0,0,3,223100,6911,1600,9500,no
472,90184898,3000,36,0.13, 100.78 ,3,1,4.0,MORTGAGE,96000.0,Verified,debt_consolidation,Debt consolidation,MO,4.44,0,Mar-03,1,26.0,,16,0,201,0.80%,23,f,,0,178603,7,2,2,2,1.0,9595,91.0,10,15,180,27,25900,1,1,8,18,11163,16299.0,1.2,0,0,162.0,19,1,1,3,1.0,,1.0,,0,3,3,10,11,5,13,15,3,16,0.0,0,0,12,82.6,0.0,0,0,213056,9796,16500,10567,yes
473,90175054,20000,60,0.2, 529.77 ,4,4,10.0,MORTGAGE,60000.0,Verified,car,Car financing,IN,14.44,0,Jul-92,0,,,9,0,30896,94.20%,11,w,,0,206514,0,3,2,3,8.0,28915,107.0,1,1,15778,100,32800,0,0,2,4,22946,1372.0,94.1,0,0,20.0,290,12,8,1,31.0,,9.0,,0,3,5,3,4,3,5,7,5,9,0.0,0,0,3,100.0,66.7,0,0,254550,59811,23300,27000,yes
